epoch,mask_method,actual_swaps,full_teacher_correct,student_correct,correction_opportunity,kl,prediction_flip,gt_probability_drop,gt_probability,correct,kl_reduction_vs_student_mask,gt_probability_gain_vs_student_mask,foreground_selection_ratio,background_selection_ratio,foreground_missing_ratio,foreground_area_ratio,foreground_coverage_retained,foreground_patch_count
0,foreground_rescue_10,9.085,0.905,0.5,0.47,0.097118385,0.075,0.001953537,0.86736906,0.91,0.07366835,0.0628518,0.3267347,0.6732653,0.22481684,0.22895409,0.7216646,44.875
0,foreground_rescue_20,14.97,0.905,0.5,0.47,0.06897249,0.04,-0.004742982,0.8740656,0.915,0.10181425,0.069548324,0.3867857,0.6132143,0.10374886,0.22895409,0.8238905,44.875
0,foreground_rescue_5,4.84,0.905,0.5,0.47,0.09343315,0.06,0.015548709,0.8537739,0.885,0.07735359,0.04925663,0.28341836,0.71658164,0.33423287,0.22895409,0.63249725,44.875
0,random,0.0,0.905,0.5,0.47,0.05032505,0.045,0.029194003,0.84012854,0.9,0.120461695,0.035611335,0.2310204,0.76897955,0.49313968,0.22895409,0.5061665,44.875
0,random_rescue_10,9.085,0.905,0.5,0.47,0.15682222,0.115,0.05284717,0.81647545,0.86,0.013964521,0.011958164,0.23454082,0.76545924,0.47542512,0.22895409,0.52103037,44.875
0,random_rescue_20,14.97,0.905,0.5,0.47,0.12845613,0.09,0.053921904,0.8154007,0.845,0.04233061,0.01088343,0.23852041,0.76147956,0.46436918,0.22895409,0.5303944,44.875
0,random_rescue_5,4.84,0.905,0.5,0.47,0.14765523,0.11,0.061609477,0.8077131,0.845,0.0231315,0.0031958567,0.23295918,0.7670408,0.476541,0.22895409,0.51988846,44.875
0,student,0.0,0.905,0.5,0.47,0.17078674,0.11,0.06480534,0.80451727,0.845,0.0,0.0,0.2340306,0.7659694,0.47388175,0.22895409,0.5221421,44.875
5,foreground_rescue_10,8.49,0.905,0.575,0.36,0.067531,0.045,0.007363671,0.8619589,0.91,0.031616822,0.05125155,0.3487755,0.6512245,0.18430367,0.22895409,0.76463294,44.875
5,foreground_rescue_20,13.745,0.905,0.575,0.36,0.044684745,0.03,-0.004445013,0.8737676,0.925,0.05446308,0.06306024,0.40239796,0.59760207,0.07808946,0.22895409,0.8543602,44.875
5,foreground_rescue_5,4.655,0.905,0.575,0.36,0.072483644,0.055,0.033471536,0.8358511,0.88,0.026664183,0.025143685,0.30964288,0.69035715,0.28137448,0.22895409,0.686939,44.875
5,random,0.0,0.905,0.575,0.36,0.05032505,0.045,0.029194003,0.84012854,0.9,0.048822775,0.02942122,0.2310204,0.76897955,0.49313968,0.22895409,0.5061665,44.875
5,random_rescue_10,8.49,0.905,0.575,0.36,0.1283162,0.085,0.05864746,0.81067514,0.85,-0.029168366,-3.2238997e-05,0.257551,0.742449,0.42540887,0.22895409,0.5709938,44.875
