epoch,group,final_spearman,previous_spearman,topk_final_overlap,foreground_selection_ratio,background_selection_ratio,foreground_missing_ratio,foreground_area_ratio,foreground_coverage_retained,foreground_patch_count
0,0,0.19204929549927222,,0.5536734693877551,0.16551019,0.8344898,0.6017516,0.20173469,0.4015184,39.54
0,1,-0.08528433741220022,,0.4359183673469388,0.13510205,0.86489797,0.66246307,0.20591837,0.345035,40.36
0,2,0.23902844564471226,,0.5685714285714285,0.2334694,0.76653063,0.53631836,0.2417347,0.46270633,47.38
0,3,-0.06668694846596908,,0.4304081632653061,0.23081632,0.76918364,0.5905775,0.2705102,0.41324434,53.02
1,0,0.1632866978847067,0.6164325565147429,0.5526530612244899,0.19163266,0.8083673,0.52287924,0.20173469,0.470736,39.54
1,1,-0.26330022533084296,0.6488890495975436,0.37734693877551023,0.15408163,0.84591836,0.61404943,0.20591837,0.3865976,40.36
1,2,0.19125228607528366,0.6745933552714799,0.5571428571428572,0.25836736,0.7416327,0.453963,0.2417347,0.53537107,47.38
1,3,-0.23698851692180192,0.6921736397729397,0.36326530612244895,0.22265306,0.77734697,0.5789388,0.2705102,0.4225789,53.02
2,0,0.3381200264565022,0.7397182136726854,0.6253061224489795,0.20387754,0.79612243,0.46857807,0.20173469,0.52124,39.54
2,1,-0.19850711868538692,0.8693789401896065,0.41265306122448975,0.16816325,0.8318367,0.555555,0.20591837,0.44082355,40.36
2,2,0.2704789105021157,0.8293753470209347,0.600204081632653,0.2632653,0.7367347,0.43169808,0.2417347,0.5567765,47.38
2,3,-0.19566758566311723,0.8987900478234484,0.3995918367346939,0.24591836,0.75408167,0.5305243,0.2705102,0.46908313,53.02
3,0,0.3610933229207341,0.9348898469188535,0.6257142857142857,0.20938776,0.7906123,0.45212325,0.20173469,0.5380325,39.54
3,1,-0.10319922861764777,0.9129810810226477,0.4426530612244898,0.18693878,0.81306124,0.5148714,0.20591837,0.47828442,40.36
3,2,0.33555591326729833,0.9362941453035724,0.6153061224489796,0.26142856,0.7385714,0.4383031,0.2417347,0.5513378,47.38
3,3,-0.08945300384894293,0.9142054276298153,0.4459183673469388,0.25816327,0.7418367,0.51032996,0.2705102,0.49050343,53.02
4,0,0.45649569464461526,0.8528921171398196,0.6579591836734694,0.20367348,0.7963265,0.4690015,0.20173469,0.5246506,39.54
4,1,0.25772603336586963,0.7424056510873495,0.5814285714285714,0.23408163,0.7659184,0.42030075,0.20591837,0.56575316,40.36
4,2,0.4567536596833189,0.8576729434452421,0.6546938775510205,0.24428572,0.75571424,0.47794533,0.2417347,0.5177376,47.38
4,3,0.2490839720826211,0.7617574974046775,0.5906122448979592,0.29020408,0.7097959,0.45738032,0.2705102,0.5422814,53.02
5,0,0.4932189434930552,0.9390431428797348,0.6785714285714286,0.20020409,0.7997959,0.47799993,0.20173469,0.51957124,39.54
5,1,0.45307588712954916,0.8327050246931149,0.676734693877551,0.26734695,0.732653,0.333477,0.20591837,0.65190095,40.36
5,2,0.4545903465642407,0.9449952107356023,0.6493877551020408,0.24877553,0.7512245,0.46837097,0.2417347,0.5251176,47.38
5,3,0.46158595574114064,0.8372506966015036,0.6834693877551021,0.31632653,0.6836735,0.40866402,0.2705102,0.5883777,53.02
6,0,0.461589111396218,0.8897215532835547,0.6642857142857143,0.1967347,0.80326533,0.49240035,0.20173469,0.5121259,39.54
6,1,0.5987243503414642,0.855425607025317,0.7393877551020408,0.2912245,0.70877546,0.29330572,0.20591837,0.6880357,40.36
6,2,0.45550765405732774,0.8700364175346046,0.6514285714285714,0.23489796,0.765102,0.48035538,0.2417347,0.5068281,47.38
6,3,0.598578807704261,0.8818168923172549,0.7461224489795919,0.3332653,0.6667347,0.38002083,0.2705102,0.61584836,53.02
7,0,0.49625041238674306,0.7960698069153471,0.6761224489795918,0.2122449,0.78775513,0.4422534,0.20173469,0.5525251,39.54
