epoch,group,final_spearman,previous_spearman,topk_final_overlap,foreground_selection_ratio,background_selection_ratio,foreground_missing_ratio,foreground_area_ratio,foreground_coverage_retained,foreground_patch_count
0,0,-0.13190146605141323,,0.46346938775510205,0.23714286,0.76285714,0.41530696,0.20510204,0.57023793,40.2
0,1,0.06166896779396552,,0.5491836734693877,0.20755102,0.79244894,0.47649556,0.20418367,0.52733076,40.02
0,2,-0.17345885715223663,,0.4281632653061224,0.24306121,0.75693876,0.5192196,0.25816327,0.48015362,50.6
0,3,-0.020683040828633717,,0.5026530612244897,0.24836735,0.7516327,0.484505,0.24836735,0.5108462,48.68
1,0,0.2417151042665295,0.5023913179210545,0.603265306122449,0.22979592,0.77020407,0.4376606,0.20510204,0.55788314,40.2
1,1,0.2451945588856394,0.46013724223089236,0.5797959183673469,0.20612246,0.79387754,0.46434087,0.20418367,0.53184617,40.02
1,2,0.2752011005405138,0.4210517776439231,0.6142857142857143,0.21693878,0.7830612,0.56869614,0.25816327,0.43382987,50.6
1,3,0.18764566028496318,0.36690321205291837,0.5677551020408164,0.23571429,0.76428574,0.5192209,0.24836735,0.47970134,48.68
2,0,0.5440575030480759,0.7917440327694112,0.7191836734693878,0.22795917,0.7720408,0.44035813,0.20510204,0.55761313,40.2
2,1,0.10114572704713605,0.7093472622324057,0.5320408163265307,0.18428572,0.81571424,0.5231725,0.20418367,0.47362775,40.02
2,2,0.517068022805201,0.7046959381428674,0.696734693877551,0.24489796,0.755102,0.5141628,0.25816327,0.48492682,50.6
2,3,0.031146538740447368,0.6713564876939165,0.49632653061224485,0.2365306,0.7634694,0.5235603,0.24836735,0.47729477,48.68
3,0,0.546673827984923,0.9275827522731076,0.7116326530612246,0.23061223,0.7693877,0.42994258,0.20510204,0.56458557,40.2
3,1,0.05417360884220928,0.8661828124687975,0.5214285714285714,0.20040818,0.79959184,0.4860033,0.20418367,0.51441187,40.02
3,2,0.4737386703217015,0.9214693704022872,0.6846938775510203,0.2567347,0.74326533,0.48285702,0.25816327,0.5145224,50.6
3,3,0.02515681852592657,0.8699277546239113,0.5065306122448979,0.2644898,0.7355102,0.466749,0.24836735,0.5310516,48.68
4,0,0.6285908406314498,0.8898983655937971,0.7465306122448979,0.24367347,0.7563265,0.40712658,0.20510204,0.5876332,40.2
4,1,0.09470914582154609,0.7254972148953294,0.5344897959183673,0.18714285,0.81285715,0.51371086,0.20418367,0.48307872,40.02
4,2,0.5449229812971655,0.8736616277123892,0.7161224489795919,0.29020408,0.7097959,0.42235506,0.25816327,0.5716219,50.6
4,3,-0.025130675630961843,0.7974032997672551,0.4897959183673469,0.2479592,0.7520408,0.4946592,0.24836735,0.5083619,48.68
5,0,0.6036776769278582,0.9517389412617839,0.7351020408163265,0.24,0.76,0.41568166,0.20510204,0.58103204,40.2
5,1,0.16288318498035687,0.7838342165448765,0.5624489795918367,0.21306121,0.7869388,0.45401847,0.20418367,0.545205,40.02
5,2,0.5477347655969846,0.9232384033660321,0.7065306122448979,0.2869388,0.7130612,0.42854497,0.25816327,0.5675868,50.6
5,3,0.15834337671030926,0.7830056094744307,0.5710204081632653,0.27489796,0.725102,0.4331203,0.24836735,0.5669359,48.68
6,0,0.3462077791678952,0.8420884699057288,0.6302040816326531,0.21816327,0.7818367,0.47380906,0.20510204,0.5326767,40.2
6,1,0.3179245352182263,0.685889918638287,0.6263265306122449,0.27408162,0.72591835,0.31621507,0.20418367,0.67406726,40.02
6,2,0.36757456032002805,0.7899347034401422,0.6355102040816327,0.25142857,0.7485714,0.5008208,0.25816327,0.49736062,50.6
6,3,0.38716203013809974,0.6319440269665071,0.6614285714285714,0.29489794,0.705102,0.40005067,0.24836735,0.60387033,48.68
7,0,0.5413969351895386,0.8386836137031931,0.7018367346938775,0.21918367,0.7808163,0.47189558,0.20510204,0.5271362,40.2
7,1,0.24773103618643866,0.6947514443497039,0.5904081632653061,0.23938777,0.76061225,0.38446873,0.20418367,0.6085159,40.02
7,2,0.5157607439695909,0.7902484201802548,0.6865306122448979,0.26612246,0.73387754,0.46840507,0.25816327,0.5336205,50.6
7,3,0.28593534094621836,0.6751930448087083,0.6136734693877551,0.27285716,0.7271429,0.45317784,0.24836735,0.5456636,48.68
8,0,0.5802483086166915,0.9492821522205134,0.7216326530612246,0.21489796,0.785102,0.48617658,0.20510204,0.51979357,40.2
8,1,0.2715400393660002,0.789012678402091,0.5877551020408164,0.22775511,0.7722449,0.39768872,0.20418367,0.5896753,40.02
8,2,0.5433135015818119,0.9373516722581262,0.7004081632653062,0.25,0.75,0.49286407,0.25816327,0.509487,50.6
8,3,0.2569385364454255,0.8010092677445831,0.5816326530612245,0.23959182,0.76040816,0.5065868,0.24836735,0.48762643,48.68
9,0,0.417688530468806,0.9185061638868746,0.6477551020408163,0.20408162,0.79591835,0.5107503,0.20510204,0.4943867,40.2
9,1,0.3882715775884739,0.6384328188128043,0.6453061224489797,0.2855102,0.7144898,0.28391925,0.20418367,0.6974594,40.02
9,2,0.4598121269593351,0.8731156993840098,0.670204081632653,0.22612245,0.77387756,0.54647887,0.25816327,0.4581694,50.6
9,3,0.4390268150993314,0.6159052984723761,0.6720408163265306,0.27591836,0.72408164,0.4371459,0.24836735,0.5604706,48.68
