epoch,mask_method,actual_swaps,full_teacher_correct,student_correct,correction_opportunity,kl,prediction_flip,gt_probability_drop,gt_probability,correct,kl_reduction_vs_student_mask,gt_probability_gain_vs_student_mask,foreground_selection_ratio,background_selection_ratio,foreground_missing_ratio,foreground_area_ratio,foreground_coverage_retained,foreground_patch_count
20,random,0.0,0.905,0.54,0.395,0.05032505,0.045,0.029194003,0.84012854,0.9,0.07713334,0.039005686,0.2310204,0.76897955,0.49313968,0.22895409,0.5061665,44.875
20,random_rescue_10,8.835,0.905,0.54,0.395,0.12271241,0.08,0.05929656,0.810026,0.865,0.0047459723,0.008903132,0.23438776,0.76561224,0.46862754,0.22895409,0.5282986,44.875
20,random_rescue_20,14.645,0.905,0.54,0.395,0.08557156,0.05,0.03264313,0.83667946,0.895,0.04188683,0.03555656,0.24015306,0.7598469,0.45699227,0.22895409,0.53987527,44.875
20,random_rescue_5,4.74,0.905,0.54,0.395,0.121885344,0.09,0.061982617,0.8073399,0.855,0.005573036,0.0062170727,0.23438776,0.76561224,0.47020376,0.22895409,0.52678883,44.875
20,student,0.0,0.905,0.54,0.395,0.1274584,0.085,0.068199694,0.8011229,0.84,0.0,0.0,0.23474489,0.76525515,0.4670224,0.22895409,0.5305172,44.875
40,foreground_rescue_10,8.235,0.905,0.57,0.355,0.06863368,0.045,0.0019320938,0.8673905,0.92,0.03943576,0.049039792,0.35,0.65,0.18205161,0.22895409,0.76745486,44.875
40,foreground_rescue_20,13.305,0.905,0.57,0.355,0.06533615,0.045,0.0027260252,0.8665965,0.91,0.042733293,0.04824586,0.4017347,0.5982653,0.08182032,0.22895409,0.8516219,44.875
40,foreground_rescue_5,4.55,0.905,0.57,0.355,0.10960486,0.08,0.026259659,0.8430629,0.895,-0.0015354139,0.024712227,0.31239796,0.687602,0.27354184,0.22895409,0.6936895,44.875
40,random,0.0,0.905,0.57,0.355,0.05032505,0.045,0.029194003,0.84012854,0.9,0.057744395,0.021777883,0.2310204,0.76897955,0.49313968,0.22895409,0.5061665,44.875
40,random_rescue_10,8.235,0.905,0.57,0.355,0.10438676,0.07,0.05265118,0.8166714,0.855,0.0036826823,-0.0016792979,0.26270407,0.7372959,0.41025928,0.22895409,0.5832522,44.875
40,random_rescue_20,13.305,0.905,0.57,0.355,0.088065244,0.045,0.033238787,0.8360838,0.88,0.020004204,0.017733095,0.26142856,0.7385714,0.40921032,0.22895409,0.5847926,44.875
40,random_rescue_5,4.55,0.905,0.57,0.355,0.09755542,0.07,0.047489204,0.8218334,0.865,0.010514024,0.003482678,0.2615306,0.73846936,0.4130395,0.22895409,0.5810204,44.875
40,student,0.0,0.905,0.57,0.355,0.10806944,0.07,0.050971884,0.8183507,0.855,0.0,0.0,0.2659694,0.7340306,0.40325686,0.22895409,0.5903111,44.875
60,foreground_rescue_10,8.405,0.905,0.57,0.35,0.079869665,0.045,0.007823195,0.8614994,0.91,0.003953127,0.033449933,0.3547959,0.64520407,0.17166321,0.22895409,0.7782352,44.875
60,foreground_rescue_20,13.565,0.905,0.57,0.35,0.077152126,0.05,-0.0044808025,0.8738034,0.925,0.006670671,0.045753933,0.407449,0.592551,0.07088718,0.22895409,0.86212814,44.875
60,foreground_rescue_5,4.6,0.905,0.57,0.35,0.0683037,0.04,0.0151547035,0.8541679,0.895,0.015519094,0.026118426,0.31596938,0.6840306,0.2651307,0.22895409,0.7004635,44.875
60,random,0.0,0.905,0.57,0.35,0.05032505,0.045,0.029194003,0.84012854,0.9,0.033497743,0.012079127,0.2310204,0.76897955,0.49313968,0.22895409,0.5061665,44.875
60,random_rescue_10,8.405,0.905,0.57,0.35,0.08183789,0.05,0.027994512,0.841328,0.885,0.001984901,0.013278619,0.26377553,0.73622453,0.40753382,0.22895409,0.5868663,44.875
60,random_rescue_20,13.565,0.905,0.57,0.35,0.09622323,0.065,0.041909903,0.8274127,0.87,-0.012400441,-0.00063677295,0.2642347,0.7357653,0.40449125,0.22895409,0.58750755,44.875
60,random_rescue_5,4.6,0.905,0.57,0.35,0.09198192,0.065,0.044085003,0.8252376,0.86,-0.008159119,-0.0028118738,0.2665306,0.73346937,0.402042,0.22895409,0.5906184,44.875
60,student,0.0,0.905,0.57,0.35,0.083822794,0.05,0.041273132,0.8280495,0.865,0.0,0.0,0.2690306,0.73096937,0.39597893,0.22895409,0.5964161,44.875
80,foreground_rescue_10,8.46,0.905,0.585,0.34,0.059854683,0.035,0.007513777,0.8618088,0.91,0.02549964,0.05304071,0.33301023,0.6669898,0.21850926,0.22895409,0.73687816,44.875
80,foreground_rescue_20,14.355,0.905,0.585,0.34,0.044438124,0.03,-0.004563764,0.87388635,0.925,0.0409162,0.06511825,0.39316326,0.60683674,0.09716554,0.22895409,0.83845705,44.875
80,foreground_rescue_5,4.61,0.905,0.585,0.34,0.07495537,0.045,0.03214684,0.8371757,0.88,0.010398955,0.028407644,0.2937245,0.70627546,0.31299278,0.22895409,0.65733373,44.875
80,random,0.0,0.905,0.585,0.34,0.05032505,0.045,0.029194003,0.84012854,0.9,0.035029273,0.031360485,0.2310204,0.76897955,0.49313968,0.22895409,0.5061665,44.875
80,random_rescue_10,8.46,0.905,0.585,0.34,0.09015012,0.065,0.06082191,0.80850065,0.84,-0.0047957934,-0.00026742605,0.24545917,0.7545408,0.44419834,0.22895409,0.55304754,44.875
80,random_rescue_20,14.355,0.905,0.585,0.34,0.06773666,0.05,0.044285055,0.82503754,0.865,0.017617662,0.016269434,0.24857144,0.7514286,0.4371985,0.22895409,0.5575183,44.875
80,random_rescue_5,4.61,0.905,0.585,0.34,0.081312716,0.07,0.050221216,0.8191014,0.855,0.0040416047,0.010333271,0.2465306,0.7534694,0.44360104,0.22895409,0.55252725,44.875
80,student,0.0,0.905,0.585,0.34,0.08535432,0.065,0.060554486,0.8087681,0.84,0.0,0.0,0.24668367,0.75331634,0.44279656,0.22895409,0.55452335,44.875
100,foreground_rescue_10,8.605,0.905,0.6,0.325,0.051122602,0.04,0.013608727,0.8557139,0.895,0.06272838,0.057061896,0.3277551,0.67224485,0.22902961,0.22895409,0.7221653,44.875
100,foreground_rescue_20,14.62,0.905,0.6,0.325,0.041252293,0.03,-0.0009203553,0.8702429,0.925,0.0725987,0.071590975,0.38913265,0.6108673,0.10429723,0.22895409,0.8293002,44.875
100,foreground_rescue_5,4.67,0.905,0.6,0.325,0.07539203,0.065,0.03057598,0.83874667,0.88,0.038458966,0.040094644,0.28760204,0.712398,0.32721344,0.22895409,0.64253163,44.875
100,random,0.0,0.905,0.6,0.325,0.05032505,0.045,0.029194003,0.84012854,0.9,0.063525945,0.04147662,0.2310204,0.76897955,0.49313968,0.22895409,0.5061665,44.875
100,random_rescue_10,8.605,0.905,0.6,0.325,0.09536389,0.06,0.056110673,0.8132119,0.855,0.018487094,0.01455995,0.24081632,0.75918365,0.46063077,0.22895409,0.5348249,44.875
100,random_rescue_20,14.62,0.905,0.6,0.325,0.07156329,0.045,0.046719093,0.8226035,0.86,0.042287696,0.023951529,0.2417347,0.7582653,0.4551946,0.22895409,0.5414034,44.875
100,random_rescue_5,4.67,0.905,0.6,0.325,0.07959891,0.055,0.047480658,0.82184196,0.86,0.034252085,0.023189962,0.24040817,0.7595918,0.45889297,0.22895409,0.5367571,44.875
100,student,0.0,0.905,0.6,0.325,0.113850996,0.08,0.07067062,0.79865193,0.835,0.0,0.0,0.23994897,0.760051,0.46026275,0.22895409,0.5363624,44.875
