epoch,group,final_spearman,previous_spearman,topk_final_overlap,foreground_selection_ratio,background_selection_ratio,foreground_missing_ratio,foreground_area_ratio,foreground_coverage_retained,foreground_patch_count
0,0,0.08174649593835412,,0.5183673469387755,0.16551019,0.8344898,0.6017516,0.20173469,0.4015184,39.54
0,1,-0.013046387542197778,,0.4602040816326531,0.13510205,0.86489797,0.66246307,0.20591837,0.345035,40.36
0,2,0.1306284072975684,,0.5432653061224489,0.2334694,0.76653063,0.53631836,0.2417347,0.46270633,47.38
0,3,-0.04256845004545389,,0.4306122448979592,0.23081632,0.76918364,0.5905775,0.2705102,0.41324434,53.02
1,0,0.12816412593932536,0.5932861075827555,0.5495918367346939,0.19469386,0.8053061,0.51238257,0.20173469,0.47970378,39.54
1,1,-0.18772354680046216,0.6282430744206251,0.3953061224489796,0.15163265,0.84836733,0.61854464,0.20591837,0.38049018,40.36
1,2,0.1432850369355083,0.6537034386812047,0.5526530612244898,0.2587755,0.7412245,0.45260876,0.2417347,0.5362227,47.38
1,3,-0.23015592102741977,0.6703092918635715,0.3642857142857143,0.22265306,0.77734697,0.57830644,0.2705102,0.42348287,53.02
2,0,0.3495829311964656,0.7469296821855645,0.6432653061224489,0.2022449,0.7977551,0.47213185,0.20173469,0.51883703,39.54
2,1,-0.09890801620049607,0.8691900409827423,0.44346938775510203,0.16571428,0.83428574,0.56514925,0.20591837,0.4336747,40.36
2,2,0.2780889525426866,0.8350971838761836,0.6202040816326531,0.26306123,0.7369388,0.43838355,0.2417347,0.55427045,47.38
2,3,-0.17310352105642085,0.9024258695005607,0.39673469387755106,0.24571428,0.75428575,0.5320794,0.2705102,0.46910626,53.02
3,0,0.3788205500083673,0.9267671658083926,0.6440816326530612,0.20734693,0.792653,0.4590776,0.20173469,0.53131795,39.54
3,1,0.03861759994899951,0.886217747632516,0.48653061224489796,0.18877552,0.8112245,0.51338065,0.20591837,0.47895068,40.36
3,2,0.340447593016121,0.924146697822016,0.6304081632653061,0.2579592,0.7420408,0.4432545,0.2417347,0.54864085,47.38
3,3,-0.03341395660177386,0.8961699985443077,0.4524489795918367,0.2589796,0.74102044,0.51380765,0.2705102,0.48770714,53.02
4,0,0.35054699615105706,0.8638826351313661,0.6265306122448979,0.20877552,0.79122454,0.4601971,0.20173469,0.5330953,39.54
4,1,0.4173597367099905,0.6073395755803298,0.6583673469387754,0.24836735,0.75163263,0.40041566,0.20591837,0.5854043,40.36
4,2,0.32860633202910217,0.8538086366135677,0.6224489795918368,0.25530612,0.74469393,0.4441774,0.2417347,0.5442909,47.38
4,3,0.3646561889576451,0.6278781907106498,0.6416326530612245,0.3034694,0.6965306,0.42957908,0.2705102,0.565872,53.02
