epoch,final_spearman,previous_spearman,topk_final_overlap,foreground_selection_ratio,background_selection_ratio,foreground_missing_ratio,foreground_area_ratio,foreground_coverage_retained,foreground_patch_count
0,0.1292180118168126,,0.5439795918367347,0.21362245,0.78637755,0.5261516,0.22364795,0.47468933,43.835
1,0.21788400165287683,0.2657384498745338,0.6010204081632653,0.21255103,0.78744894,0.547007,0.22364795,0.4605471,43.835
2,0.2863494264712287,0.8910696007103894,0.6312244897959184,0.2157653,0.7842347,0.5313245,0.22364795,0.47482166,43.835
3,0.1594570521278026,0.6873978162357222,0.5785204081632653,0.25586736,0.74413264,0.4194614,0.22364795,0.5778719,43.835
4,0.04928821982346165,0.7690402633328223,0.5258163265306123,0.27040818,0.72959185,0.37999153,0.22364795,0.61412996,43.835
5,0.09901863945674755,0.8364482188412963,0.5378061224489796,0.26265305,0.73734695,0.39928463,0.22364795,0.596546,43.835
6,0.17431685645753814,0.8702702963018142,0.5653571428571429,0.27795917,0.7220408,0.36996472,0.22364795,0.6257127,43.835
7,0.22954203157248843,0.9253703272796818,0.5855102040816327,0.26602042,0.7339796,0.39129248,0.22364795,0.60460466,43.835
8,0.32002929763208166,0.9044125537330485,0.6179591836734694,0.25790817,0.74209183,0.40823612,0.22364795,0.58811456,43.835
9,0.47102401804142197,0.8455633271166606,0.684438775510204,0.2569388,0.74306124,0.41754556,0.22364795,0.58017725,43.835
10,0.5268661077863398,0.8945130489524977,0.7098979591836735,0.24188776,0.75811225,0.45706227,0.22364795,0.5413432,43.835
11,0.3977800444660488,0.833543609400027,0.6525,0.2627551,0.73724484,0.40158322,0.22364795,0.59363186,43.835
12,0.45078072978508077,0.7444804644231765,0.662142857142857,0.26806122,0.7319388,0.3833338,0.22364795,0.60905814,43.835
13,0.4661884001119267,0.8695169851267178,0.6682142857142856,0.26193878,0.7380612,0.39737117,0.22364795,0.5949032,43.835
14,0.4119323460429246,0.8555785262018503,0.6431632653061224,0.26204082,0.7379592,0.40023163,0.22364795,0.59263265,43.835
15,0.4206029548753015,0.8025189236422503,0.6451530612244898,0.26433674,0.73566324,0.3959737,0.22364795,0.5965073,43.835
16,0.46764221565236797,0.686229480102904,0.6759693877551021,0.2507653,0.7492347,0.42927063,0.22364795,0.56830376,43.835
17,0.4748232708174184,0.759879030140944,0.6709693877551021,0.26913264,0.7308673,0.38683996,0.22364795,0.60829484,43.835
18,0.5423928722410648,0.8401506380646411,0.6956122448979591,0.26658162,0.73341835,0.39737073,0.22364795,0.59759855,43.835
19,0.4023781890364882,0.845518492549523,0.6344387755102041,0.27959186,0.7204082,0.3600889,0.22364795,0.62977797,43.835
20,0.4825631337869338,0.8762645546626118,0.6683163265306122,0.26709184,0.7329082,0.3925003,0.22364795,0.6006353,43.835
21,0.4245740695898601,0.8833098835305562,0.6451530612244898,0.26489794,0.735102,0.39568606,0.22364795,0.59824806,43.835
22,0.5316306856552143,0.7368814266308948,0.6864285714285714,0.26938775,0.7306123,0.39257395,0.22364795,0.5994773,43.835
23,0.41710408083577044,0.7844710780057289,0.6385714285714286,0.27219388,0.7278061,0.381127,0.22364795,0.6091637,43.835
24,0.4938791527544247,0.9010032512809887,0.6733163265306122,0.26841837,0.7315816,0.38550067,0.22364795,0.6069758,43.835
25,0.3324169927244619,0.8140707472368096,0.6100510204081633,0.27336735,0.7266326,0.37802577,0.22364795,0.61381674,43.835
26,0.5192384954914381,0.678634407833087,0.6873979591836735,0.265051,0.73494893,0.3946611,0.22364795,0.6008653,43.835
27,0.5695010479006128,0.8602410628623569,0.7091836734693878,0.26520407,0.7347959,0.4003282,0.22364795,0.59526634,43.835
28,0.4519173712436947,0.8249931627473325,0.6593367346938775,0.28071427,0.7192857,0.36356866,0.22364795,0.62779707,43.835
29,0.4717079106535234,0.8658352046792946,0.6666326530612245,0.27423468,0.7257653,0.37795743,0.22364795,0.6140054,43.835
30,0.5790483309294041,0.7906099897202146,0.7117346938775511,0.28183675,0.7181633,0.36099723,0.22364795,0.63001883,43.835
31,0.5455710158782154,0.750865073604531,0.6913775510204081,0.26612246,0.73387754,0.39482486,0.22364795,0.59832686,43.835
32,0.5159746989775996,0.8288972239282643,0.6809183673469387,0.27841836,0.72158164,0.36285806,0.22364795,0.62764776,43.835
33,0.527898183868624,0.8852476331488629,0.6851020408163265,0.27469388,0.7253061,0.3750578,0.22364795,0.6183851,43.835
34,0.5867178252074414,0.9047410167852139,0.7143367346938776,0.2692347,0.7307653,0.3912526,0.22364795,0.6036787,43.835
35,0.5772942887424396,0.8781098003305071,0.710561224489796,0.27005103,0.72994894,0.38582924,0.22364795,0.60847604,43.835
36,0.6145777254634666,0.8722904935255642,0.7272448979591837,0.26602042,0.7339796,0.39640373,0.22364795,0.5991205,43.835
37,0.6288863246977823,0.8764822314114297,0.7310714285714286,0.27193877,0.7280612,0.3799211,0.22364795,0.615113,43.835
38,0.6058398509702425,0.862828870724934,0.7216836734693878,0.26714286,0.7328571,0.3925698,0.22364795,0.6018356,43.835
39,0.6659335638980309,0.8264291902123161,0.7500510204081633,0.2565306,0.7434694,0.41293427,0.22364795,0.58318377,43.835
40,0.6529292846384942,0.9118200400035064,0.7420408163265306,0.2530612,0.74693877,0.42269784,0.22364795,0.5752099,43.835
41,0.6830891727384807,0.8886003731872759,0.7589795918367347,0.2607653,0.7392347,0.40388516,0.22364795,0.5933062,43.835
42,0.6515616454973467,0.9014024870016769,0.7437755102040816,0.2572959,0.7427041,0.41706464,0.22364795,0.58201295,43.835
43,0.7344276705365541,0.8660877076351173,0.7875510204081633,0.2502041,0.7497959,0.4306536,0.22364795,0.56719875,43.835
44,0.7414409724976094,0.8422689648907155,0.7904081632653062,0.25459185,0.7454082,0.42522278,0.22364795,0.57303625,43.835
45,0.7309692164253441,0.9092083347902566,0.7837244897959184,0.265051,0.73494893,0.39621466,0.22364795,0.59996694,43.835
46,0.7213635752388617,0.8684847176335505,0.7754081632653061,0.25581634,0.74418366,0.41821945,0.22364795,0.581807,43.835
47,0.6986882674975496,0.8784092728513413,0.7709183673469387,0.25765306,0.74234694,0.4128043,0.22364795,0.58524716,43.835
48,0.7017297185698901,0.7997473341291738,0.770765306122449,0.25683674,0.7431633,0.41706532,0.22364795,0.5823552,43.835
49,0.715990859756632,0.8915154491874098,0.7724489795918368,0.26352042,0.7364796,0.403997,0.22364795,0.59485424,43.835
50,0.7492954681286805,0.8907481771310632,0.7941326530612245,0.25683674,0.7431633,0.41991764,0.22364795,0.5794682,43.835
51,0.7067931213094374,0.883652854035015,0.7733673469387754,0.2502551,0.7497449,0.43521824,0.22364795,0.56703496,43.835
52,0.7809115141566193,0.8317935356883871,0.8130102040816327,0.2544898,0.74551016,0.42513925,0.22364795,0.5730384,43.835
53,0.7941235862656477,0.8922375924013295,0.818265306122449,0.2494898,0.75051016,0.43504405,0.22364795,0.5637827,43.835
54,0.7525879957605847,0.838145305173592,0.7914285714285714,0.2672449,0.7327551,0.39596516,0.22364795,0.6007988,43.835
55,0.7979360023587725,0.8518152188638048,0.8151020408163265,0.26311225,0.73688775,0.40718055,0.22364795,0.5886528,43.835
56,0.7744541574554866,0.8840063902964075,0.8041836734693878,0.25637755,0.7436224,0.415758,0.22364795,0.5816303,43.835
57,0.8088717433355206,0.9126752467038116,0.821734693877551,0.25887755,0.7411224,0.41178203,0.22364795,0.58458775,43.835
58,0.8079405702349027,0.9292721782033374,0.8165306122448979,0.26709184,0.7329082,0.3921138,0.22364795,0.6023224,43.835
59,0.8500768115133597,0.9452353094148579,0.8465816326530613,0.25974488,0.7402551,0.40905663,0.22364795,0.5871125,43.835
60,0.8742931013873726,0.9286842432404434,0.8681122448979592,0.24428572,0.75571424,0.4480764,0.22364795,0.55089444,43.835
61,0.8586050649857756,0.9211062403876036,0.857704081632653,0.25505102,0.744949,0.42180407,0.22364795,0.5754839,43.835
62,0.8751597410217378,0.9376861935347225,0.8650510204081633,0.25091836,0.7490817,0.42966014,0.22364795,0.5680762,43.835
