epoch,group,final_spearman,previous_spearman,topk_final_overlap,foreground_selection_ratio,background_selection_ratio,foreground_missing_ratio,foreground_area_ratio,foreground_coverage_retained,foreground_patch_count
0,0,0.053058480386282365,,0.5142857142857143,0.1812245,0.8187755,0.55744624,0.20091838,0.44470075,39.38
0,1,0.04153524386194217,,0.5146938775510204,0.18979591,0.8102041,0.46810502,0.1727551,0.52411836,33.86
0,2,0.035157150794184515,,0.5053061224489795,0.23306122,0.7669388,0.5703695,0.26867345,0.44084287,52.66
0,3,0.0016248787602023721,,0.5008163265306123,0.25040817,0.7495918,0.5086858,0.2522449,0.48909545,49.44
1,0,0.28027670951238753,0.14978458684004584,0.6124489795918368,0.18571429,0.81428576,0.5642176,0.20091838,0.44401568,39.38
1,1,-0.07437410760346377,0.3570219249135003,0.4589795918367347,0.13775511,0.86224484,0.62939143,0.1727551,0.38974026,33.86
1,2,0.28679227661388645,0.1363791084692057,0.6112244897959184,0.30204082,0.6979592,0.4674771,0.26867345,0.5326927,52.66
1,3,0.09065489405445896,0.40401138730113073,0.5389795918367347,0.23061223,0.7693877,0.5133282,0.2522449,0.48840228,49.44
2,0,0.3508745965383111,0.8773985680494738,0.6404081632653061,0.19265306,0.80734694,0.52943397,0.20091838,0.47675517,39.38
2,1,-0.05929663954609568,0.8999390142384065,0.47244897959183674,0.13938776,0.8606123,0.6197218,0.1727551,0.40012315,33.86
2,2,0.3590454621520611,0.8752877782116361,0.6369387755102041,0.30734694,0.69265306,0.4533441,0.26867345,0.5472531,52.66
2,3,0.09154377178534506,0.8972100723968335,0.5502040816326531,0.23040818,0.7695918,0.5111998,0.2522449,0.48987317,49.44
3,0,0.2409939994740575,0.8555136537133453,0.5938775510204082,0.1932653,0.8067347,0.5173266,0.20091838,0.48561692,39.38
3,1,0.21852949660926455,0.364677031452956,0.5961224489795919,0.2212245,0.77877545,0.32816178,0.1727551,0.6681217,33.86
3,2,0.29818932336698833,0.8816433312880014,0.6132653061224489,0.3002041,0.6997959,0.44881326,0.26867345,0.54732263,52.66
3,3,0.1980834683605829,0.37760547680930356,0.6014285714285714,0.3189796,0.68102044,0.3484546,0.2522449,0.6459618,49.44
4,0,0.20434571954513941,0.9213012136521926,0.576530612244898,0.19714285,0.80285716,0.50022006,0.20091838,0.49937302,39.38
4,1,0.30973012774028,0.745247376264055,0.6265306122448979,0.24551022,0.75448984,0.24820125,0.1727551,0.74090654,33.86
4,2,0.317823809258182,0.922258365275044,0.6222448979591837,0.31653062,0.6834694,0.41478062,0.26867345,0.5790538,52.66
4,3,0.21549448955685357,0.7737701138583492,0.5953061224489796,0.32693878,0.6730612,0.35270053,0.2522449,0.64004165,49.44
5,0,0.2573730605869837,0.9056300711616158,0.5981632653061224,0.20367348,0.7963265,0.49060863,0.20091838,0.50322425,39.38
5,1,0.320590968132665,0.8791302504601997,0.6228571428571429,0.24265307,0.7573469,0.2611643,0.1727551,0.7344544,33.86
5,2,0.3345063747431519,0.8869745312461975,0.6261224489795919,0.30142856,0.6985714,0.4461985,0.26867345,0.5521761,52.66
5,3,0.24474342771079538,0.8466926981647793,0.6051020408163265,0.31142858,0.6885714,0.3834211,0.2522449,0.6148993,49.44
6,0,0.27863764951509695,0.8798665062276375,0.6055102040816327,0.20795919,0.79204077,0.47300026,0.20091838,0.520573,39.38
6,1,0.336643721760473,0.9056775972395986,0.6273469387755103,0.24346939,0.7565306,0.2604425,0.1727551,0.73392045,33.86
6,2,0.376990206312904,0.8786960838621216,0.6459183673469389,0.32,0.68,0.40344417,0.26867345,0.5905122,52.66
6,3,0.2972056833666696,0.9155870554391221,0.6163265306122448,0.32142857,0.6785714,0.37069446,0.2522449,0.62784624,49.44
7,0,0.3082601343544056,0.9542171505072158,0.6189795918367347,0.2097959,0.7902041,0.46604562,0.20091838,0.5239288,39.38
7,1,0.3989038401772267,0.9497458422650591,0.6508163265306122,0.24755102,0.752449,0.25503948,0.1727551,0.7379113,33.86
7,2,0.39058081584840104,0.9483969112830607,0.6506122448979592,0.3091837,0.69081634,0.42404246,0.26867345,0.5716774,52.66
7,3,0.3446135995983712,0.922909035851748,0.6285714285714286,0.31530613,0.68469393,0.36422005,0.2522449,0.6334789,49.44
8,0,0.40900891711624127,0.7912856425662806,0.6661224489795918,0.19734694,0.8026531,0.5101683,0.20091838,0.48803094,39.38
8,1,0.23334051590179217,0.4514578329574704,0.5824489795918367,0.18346938,0.8165306,0.47810346,0.1727551,0.5321368,33.86
8,2,0.4504284837714859,0.7798101188151949,0.6785714285714286,0.31448978,0.68551016,0.4109767,0.26867345,0.5809829,52.66
8,3,0.32803506283419265,0.44311609782530736,0.6306122448979592,0.2530612,0.74693877,0.45984495,0.2522449,0.5401176,49.44
9,0,0.41194813888069876,0.8597359449832256,0.6616326530612245,0.19224489,0.8077551,0.507925,0.20091838,0.48783353,39.38
9,1,0.4203357744503502,0.6270086461761588,0.6616326530612245,0.2412245,0.7587755,0.28849635,0.1727551,0.7129959,33.86
9,2,0.47925810230378757,0.8672724461905027,0.6889795918367346,0.28204083,0.7179592,0.46591967,0.26867345,0.5312695,52.66
9,3,0.362736048577963,0.6044822095960601,0.6363265306122449,0.32040817,0.67959183,0.34911335,0.2522449,0.645195,49.44
10,0,0.4816059415566305,0.8757340324649969,0.6914285714285714,0.19163266,0.8083673,0.5221738,0.20091838,0.47812212,39.38
10,1,0.359578449107093,0.7802659037843955,0.6361224489795919,0.21775511,0.78224486,0.35870644,0.1727551,0.64165497,33.86
10,2,0.5207198718612787,0.8652636964196065,0.7055102040816327,0.29285714,0.7071429,0.45993897,0.26867345,0.53454393,52.66
10,3,0.39252113284686696,0.7753629157342455,0.6553061224489797,0.28571427,0.71428573,0.40003872,0.2522449,0.59748435,49.44
11,0,0.44500646271784783,0.8764563905999729,0.6659183673469387,0.19632654,0.8036735,0.5190394,0.20091838,0.48324272,39.38
11,1,0.3951057383515687,0.8539059519161042,0.653061224489796,0.23265307,0.767347,0.3227802,0.1727551,0.6723888,33.86
11,2,0.5010124233996605,0.8832412721433751,0.6910204081632654,0.3077551,0.6922449,0.42190665,0.26867345,0.5742306,52.66
