epoch,final_spearman,previous_spearman,topk_final_overlap,foreground_selection_ratio,background_selection_ratio,foreground_missing_ratio,foreground_area_ratio,foreground_coverage_retained,foreground_patch_count
0,0.019982324894917296,,0.5118877551020408,0.21362245,0.78637755,0.5261516,0.22364795,0.47468933,43.835
1,0.07626103634068446,0.2579822512358162,0.5454591836734693,0.2132653,0.7867347,0.5451168,0.22364795,0.46195185,43.835
2,0.11800550297266846,0.9014355170955644,0.5628571428571428,0.21438776,0.7856123,0.53597856,0.22364795,0.47183186,43.835
3,0.04921150060961518,0.8142566972652516,0.5326020408163266,0.24357143,0.7564286,0.45308402,0.22364795,0.54704237,43.835
4,0.02770596307789839,0.7388204896872544,0.5079591836734694,0.2659694,0.7340306,0.38907102,0.22364795,0.6081457,43.835
5,0.035774737227964204,0.8613946320320948,0.5093877551020408,0.26091838,0.7390816,0.4084571,0.22364795,0.5901595,43.835
6,0.06729742845986501,0.8729524659531911,0.5209183673469387,0.2819898,0.7180102,0.35662273,0.22364795,0.6361827,43.835
7,0.1140751544098434,0.9582555104215045,0.5341326530612245,0.27948982,0.7205102,0.35884315,0.22364795,0.63377094,43.835
8,0.13064206424467484,0.8582807356369989,0.5408673469387755,0.27255103,0.72744894,0.37643588,0.22364795,0.62005734,43.835
9,0.17176019412060023,0.9323947278247496,0.5528571428571428,0.2632143,0.7367857,0.39527842,0.22364795,0.6016345,43.835
10,0.22260306484877873,0.8976631394396147,0.5774489795918367,0.25489795,0.745102,0.41341317,0.22364795,0.5847662,43.835
11,0.20092483006478656,0.8275329689296912,0.5643877551020409,0.26755103,0.73244894,0.38799918,0.22364795,0.6068041,43.835
12,0.22849163671716247,0.773115492194535,0.5697959183673469,0.26581633,0.73418367,0.38583037,0.22364795,0.6078873,43.835
13,0.19446137111619344,0.822875024902581,0.5575,0.2688265,0.73117346,0.38278615,0.22364795,0.6082743,43.835
14,0.17978323570536237,0.8859235227312565,0.5525,0.2702041,0.72979593,0.3812865,0.22364795,0.6102926,43.835
15,0.2236062045278869,0.8137248455350757,0.5643367346938776,0.27658165,0.72341835,0.36966732,0.22364795,0.6191925,43.835
16,0.1844375606107811,0.8206791211647103,0.5504081632653061,0.26887754,0.73112243,0.38273114,0.22364795,0.6076464,43.835
17,0.20810788993457593,0.7844871640803048,0.5638265306122449,0.2662245,0.7337755,0.39244708,0.22364795,0.6000674,43.835
18,0.2214156061487461,0.882070324889034,0.5670918367346939,0.26943877,0.7305612,0.3877841,0.22364795,0.60679936,43.835
19,0.22844610284566774,0.9021752743268334,0.5657142857142857,0.2684694,0.7315306,0.38786584,0.22364795,0.6049997,43.835
20,0.2651697200551443,0.9303103538955605,0.5781632653061224,0.26969388,0.7303061,0.3858358,0.22364795,0.60729957,43.835
21,0.2310297041283905,0.8270339399034665,0.5754081632653061,0.26515305,0.73484695,0.39956048,0.22364795,0.5954353,43.835
22,0.274539569205269,0.7576385951130536,0.5839285714285715,0.2642857,0.73571426,0.39726546,0.22364795,0.5943523,43.835
23,0.35828707695495227,0.8173749731052123,0.6132142857142857,0.2530612,0.74693877,0.42283833,0.22364795,0.5711379,43.835
24,0.33293881825173716,0.8540088082319741,0.598265306122449,0.2589796,0.74102044,0.40906128,0.22364795,0.5832606,43.835
25,0.257422897624493,0.914769285413886,0.5696938775510204,0.26535714,0.73464286,0.3960712,0.22364795,0.59774697,43.835
26,0.24414047446389722,0.788813656973918,0.5677551020408164,0.26566327,0.7343367,0.39574087,0.22364795,0.5986462,43.835
27,0.3537293547641626,0.7842510977057751,0.6124489795918368,0.26132652,0.73867345,0.41501912,0.22364795,0.5803894,43.835
28,0.3016128135422242,0.7867818219477732,0.5910714285714286,0.2687755,0.73122454,0.39284652,0.22364795,0.60029006,43.835
29,0.2364987449099124,0.791654707068195,0.5681122448979592,0.26270407,0.7372959,0.40655336,0.22364795,0.5887596,43.835
30,0.30294884022486956,0.8174452001437418,0.5919897959183673,0.27362245,0.72637755,0.3789086,0.22364795,0.6117239,43.835
31,0.3295683326698502,0.8577232381514583,0.6021938775510204,0.26397958,0.73602045,0.40411022,0.22364795,0.5882208,43.835
