mask_method,kl,gt_probability,correct,actual_swaps,kl_reduction_vs_student_mask,gt_probability_gain_vs_student_mask
foreground_rescue_10,0.06321167,0.8415983,0.895,8.99,0.15456076,0.078649014
foreground_rescue_20,0.058004264,0.838153,0.87,15.14,0.15976816,0.07520368
foreground_rescue_5,0.13812383,0.80670583,0.85,4.795,0.079648614,0.043756556
random,0.1474871,0.79807913,0.835,0.0,0.070285335,0.035129834
random_rescue_10,0.18861912,0.77479285,0.815,8.99,0.029153325,0.011843592
random_rescue_20,0.22517346,0.7774982,0.82,15.14,-0.00740101,0.0145488465
random_rescue_5,0.21850248,0.7724732,0.81,4.795,-0.000730047,0.009523908
student,0.21777244,0.7629493,0.81,0.0,0.0,0.0
