mask_method,kl,gt_probability,correct,actual_swaps,kl_reduction_vs_student_mask,gt_probability_gain_vs_student_mask
foreground_rescue_10,0.08537028,0.85612136,0.905,8.775,0.0507792,0.051926065
foreground_rescue_20,0.04987062,0.8661392,0.915,14.295,0.08627887,0.061943807
foreground_rescue_5,0.081467725,0.84658515,0.89,4.72,0.054681756,0.04238987
random,0.05032505,0.84012854,0.9,0.0,0.08582443,0.03593328
random_rescue_10,0.10742662,0.81070447,0.855,8.775,0.028722864,0.006509216
random_rescue_20,0.09137037,0.81246513,0.845,14.295,0.044779114,0.008269825
random_rescue_5,0.127191,0.8106588,0.845,4.72,0.008958486,0.0064634923
student,0.13614948,0.80419534,0.84,0.0,0.0,0.0
